,ncells,n_mutation_groups,mutation_group_size,coverage,n_clusters,seed,accuracy_scope,error_scope,accuracy_kmeans,error_kmeans,accuracy_phertilizer,error_phertilizer,accuracy_sbmclone,error_sbmclone,accuracy_pharming,error_pharming,accuracy_scope_all
255,1000,10,1000,0.1,5,0,739.8101,,597.7905,,206.1831,,234.5672,,15113.7998,,1337.6006
256,1000,10,1000,0.1,5,1,249.392,,1189.5443,,145.6108,,201.3904,,21517.0742,,1438.9363
257,1000,10,1000,0.1,5,2,984.5796,,195.7253,,392.5919,,128.2243,,16756.0047,,1180.3049
258,1000,10,1000,0.1,5,3,1113.5387,,1536.2549,,179.9985,,83.5653,,21562.8106,,2649.7936
259,1000,10,1000,0.1,5,4,4898.2052,,667.2886,,241.5424,,167.2536,,10270.7859,,5565.4938
260,1000,10,1000,0.1,10,0,67.0504,,626.1916,,298.5537,,119.7521,,17875.903,,693.242
261,1000,10,1000,0.1,10,1,86.0428,,1201.0824,,197.4879,,156.4443,,6673.7382,,1287.1252
262,1000,10,1000,0.1,10,2,39.0564,,215.5622,,394.1083,,98.023,,14550.3473,,254.6186
263,1000,10,1000,0.1,10,3,189.8698,,204.981,,360.0365,,230.2156,,13847.7362,,394.8508
264,1000,10,1000,0.1,10,4,22443.2208,,666.1325,,136.7404,,62.966,,15203.1511,,23109.3533
265,1000,10,1000,0.1,15,0,8988.7603,,963.0189,,110.4958,,107.3238,,9990.3223,,9951.7792
266,1000,10,1000,0.1,15,1,59.0439,,1246.9748,,136.1888,,215.6455,,6786.1732,,1306.0186999999999
267,1000,10,1000,0.1,15,2,151.4924,,198.3538,,360.9169,,161.1202,,11002.0164,,349.8462
268,1000,10,1000,0.1,15,3,171.7678,,183.9278,,138.1477,,652.9067,,18940.3511,,355.6956
269,1000,10,1000,0.1,15,4,225.3643,,1476.5909,,136.6433,,270.7739,,8848.9185,,1701.9551999999999
270,1000,15,100,0.02,5,0,69.771,,36.3923,,49.1459,,7.2661,,2800.5324,,106.16329999999999
271,1000,15,100,0.02,5,1,82.6874,,93.6781,,66.7126,,6.5015,,1752.4425,,176.3655
272,1000,15,100,0.02,5,2,146.4069,,11.7072,,64.0535,,10.5134,,947.559,,158.1141
273,1000,15,100,0.02,5,3,154.7562,,13.2986,,24.8862,,13.3648,,1958.7191,,168.0548
274,1000,15,100,0.02,5,4,26.2929,,91.6372,,19.7819,,2.7404,,1837.168,,117.93010000000001
275,1000,15,100,0.02,10,0,70.1668,,40.7968,,29.438,,14.8394,,930.1715,,110.96359999999999
276,1000,15,100,0.02,10,1,145.4911,,26.8507,,64.4742,,11.4266,,1431.2054,,172.34179999999998
277,1000,15,100,0.02,10,2,172.6636,,31.7611,,94.527,,5.6468,,995.3317,,204.4247
278,1000,15,100,0.02,10,3,15.5137,,23.2467,,50.7152,,15.0801,,2809.2286,,38.760400000000004
279,1000,15,100,0.02,10,4,117.6906,,98.8613,,59.0722,,2.7168,,5859.4926,,216.5519
280,1000,15,100,0.02,15,0,62.0275,,42.6554,,29.2959,,9.8463,,737.0431,,104.6829
281,1000,15,100,0.02,15,1,48.5323,,25.7655,,23.5977,,8.5931,,4408.5566,,74.2978
282,1000,15,100,0.02,15,2,142.5639,,23.7805,,74.7536,,3.1952,,735.4318,,166.34439999999998
283,1000,15,100,0.02,15,3,31.3487,,26.1637,,48.9978,,4.6087,,899.7443,,57.5124
284,1000,15,100,0.02,15,4,31.0417,,100.8995,,25.345,,6.4349,,5590.9341,,131.9412
285,1000,15,100,0.05,5,0,19.7576,,43.1452,,35.8229,,6.7363,,4015.0349,,62.9028
286,1000,15,100,0.05,5,1,113.266,,38.9583,,36.9173,,13.7255,,1794.4126,,152.2243
287,1000,15,100,0.05,5,2,8211.2008,,15.1495,,73.7768,,13.3767,,302.6581,,8226.3503
288,1000,15,100,0.05,5,3,33.1836,,16.9544,,58.8647,,14.4854,,1594.0569,,50.138
289,1000,15,100,0.05,5,4,152.4231,,97.1228,,62.2298,,10.4524,,1745.2616,,249.54590000000002
290,1000,15,100,0.05,10,0,68.9577,,42.1782,,35.714,,19.9533,,886.3546,,111.13589999999999
291,1000,15,100,0.05,10,1,124.7063,,26.0317,,58.8356,,8.6915,,1480.0669,,150.738
292,1000,15,100,0.05,10,2,152.5056,,27.8311,,41.3253,,26.3441,,984.4733,,180.33669999999998
293,1000,15,100,0.05,10,3,32.9647,,23.5171,,73.7568,,17.7225,,1417.5159,,56.4818
294,1000,15,100,0.05,10,4,35.0876,,110.4807,,31.8148,,10.1366,,5283.0265,,145.5683
295,1000,15,100,0.05,15,0,95.0987,,47.6552,,36.3988,,8.7563,,701.7638,,142.7539
296,1000,15,100,0.05,15,1,152.8143,,25.6032,,31.8377,,13.4731,,5440.4208,,178.41750000000002
297,1000,15,100,0.05,15,2,126.2515,,23.8582,,90.5545,,10.1926,,1100.7983,,150.1097
298,1000,15,100,0.05,15,3,10599.6941,,19.5541,,31.8893,,13.2888,,785.5604,,10619.2482
299,1000,15,100,0.05,15,4,50.8749,,84.3574,,31.0844,,12.5526,,5587.9444,,135.2323
300,1000,15,100,0.1,5,0,16840.4376,,39.6497,,96.5175,,18.9895,,3286.9701,,16880.087300000003
301,1000,15,100,0.1,5,1,30.8886,,76.1875,,51.9947,,16.2317,,5738.4636,,107.0761
302,1000,15,100,0.1,5,2,160.584,,11.7668,,82.741,,32.9953,,1217.8722,,172.3508
303,1000,15,100,0.1,5,3,32684.0734,,17.2116,,87.2524,,23.1679,,1723.244,,32701.285
304,1000,15,100,0.1,5,4,124.7114,,93.2521,,36.167,,12.9969,,4776.6027,,217.9635
305,1000,15,100,0.1,10,0,140.8928,,40.5736,,48.301,,26.3726,,933.8092,,181.4664
306,1000,15,100,0.1,10,1,2754.2612,,25.8274,,48.9229,,31.187,,4945.8312,,2780.0886
307,1000,15,100,0.1,10,2,582.3337,,27.2704,,55.3218,,19.4156,,1040.5118,,609.6041
308,1000,15,100,0.1,10,3,20.9782,,23.9973,,45.0438,,15.952,,1463.3757,,44.9755
309,1000,15,100,0.1,10,4,45.7788,,99.1833,,36.3954,,12.7338,,5416.7945,,144.9621
310,1000,15,100,0.1,15,0,74.6287,,41.7771,,50.8436,,25.3236,,646.5697,,116.4058
311,1000,15,100,0.1,15,1,159.5972,,24.6762,,39.8979,,21.4632,,4694.8779,,184.27339999999998
312,1000,15,100,0.1,15,2,166.3136,,24.6718,,69.9804,,612.0278,,757.0549,,190.9854
313,1000,15,100,0.1,15,3,38.1559,,20.9836,,47.1813,,19.1676,,705.911,,59.1395
314,1000,15,100,0.1,15,4,31.9389,,93.0027,,38.7211,,13.4813,,3915.6512,,124.94160000000001
315,1000,15,500,0.02,5,0,68.0214,,392.041,,41.4163,,18.7372,,3071.8532,,460.0624
316,1000,15,500,0.02,5,1,26.4873,,213.1416,,27.578,,21.3056,,14819.3689,,239.62890000000002
317,1000,15,500,0.02,5,2,143.4114,,113.1034,,64.9486,,17.0252,,1683.0613,,256.5148
318,1000,15,500,0.02,5,3,7.9714,,66.2896,,65.9443,,38.6382,,5991.1451,,74.261
319,1000,15,500,0.02,5,4,30.4013,,882.832,,47.7878,,10.7077,,13249.1135,,913.2333
320,1000,15,500,0.02,10,0,73.1799,,510.7497,,42.7039,,37.406,,10686.1022,,583.9296
321,1000,15,500,0.02,10,1,42.2244,,306.997,,41.369,,36.1738,,5492.4386,,349.2214
322,1000,15,500,0.02,10,2,59.7601,,115.4712,,53.0536,,22.6446,,1640.2554,,175.2313
323,1000,15,500,0.02,10,3,56.9852,,901.6871,,45.2293,,21.9356,,11642.777,,958.6723
324,1000,15,500,0.02,10,4,45.1547,,967.4665,,53.8809,,18.6077,,6146.3278,,1012.6212
325,1000,15,500,0.02,15,0,72.9035,,476.084,,73.7779,,26.8266,,9865.915,,548.9875
326,1000,15,500,0.02,15,1,36.5019,,324.1071,,34.1304,,25.7238,,4732.0829,,360.609
327,1000,15,500,0.02,15,2,49.425,,114.0712,,41.0985,,29.32,,11521.2566,,163.4962
328,1000,15,500,0.02,15,3,138.3898,,281.8246,,51.962,,14.4508,,12470.094,,420.21439999999996
329,1000,15,500,0.02,15,4,31.9031,,952.3188,,91.3777,,22.2532,,5745.9705,,984.2219
330,1000,15,500,0.05,5,0,4139.6789,,325.8161,,111.9563,,31.7619,,3639.2658,,4465.495
331,1000,15,500,0.05,5,1,18.3349,,310.8099,,58.2019,,20.7193,,6842.8315,,329.14480000000003
332,1000,15,500,0.05,5,2,14404.1893,,140.1995,,123.3778,,48.9439,,1917.9855,,14544.3888
333,1000,15,500,0.05,5,3,158.5167,,65.8071,,107.8708,,115.7643,,14758.0094,,224.3238
334,1000,15,500,0.05,5,4,40.4792,,852.8243,,75.5932,,42.1842,,13868.043,,893.3035
335,1000,15,500,0.05,10,0,71.7202,,491.8369,,113.6328,,25.1585,,10860.0701,,563.5571
336,1000,15,500,0.05,10,1,22.5639,,346.6215,,80.2383,,83.574,,5437.4081,,369.1854
337,1000,15,500,0.05,10,2,104.9311,,143.1572,,85.0778,,49.904,,2134.5825,,248.0883
338,1000,15,500,0.05,10,3,143.8347,,196.756,,79.7887,,62.9612,,6079.3074,,340.59069999999997
339,1000,15,500,0.05,10,4,38.0335,,968.2633,,49.366,,27.6402,,6371.3185,,1006.2968
340,1000,15,500,0.05,15,0,74.6367,,521.977,,95.2234,,73.7774,,11210.1182,,596.6137
341,1000,15,500,0.05,15,1,50.2401,,515.658,,96.3708,,47.2215,,11997.2623,,565.8981
342,1000,15,500,0.05,15,2,170.2724,,115.6583,,71.4941,,655.8067,,10918.3371,,285.9307
343,1000,15,500,0.05,15,3,102.6786,,266.0468,,77.8911,,41.9129,,4961.435,,368.72540000000004
344,1000,15,500,0.05,15,4,45.5475,,961.4651,,87.6328,,18.0477,,5642.0174,,1007.0126
345,1000,15,500,0.1,5,0,14925.7661,,448.8295,,335.7132,,71.411,,13091.0991,,15374.5956
346,1000,15,500,0.1,5,1,824.1377,,256.8073,,84.36,,45.0189,,16768.7438,,1080.945
347,1000,15,500,0.1,5,2,90.1241,,116.3675,,146.5705,,78.5473,,2151.207,,206.4916
348,1000,15,500,0.1,5,3,2090.0674,,160.2799,,739.0352,,149.3694,,19157.7756,,2250.3473
349,1000,15,500,0.1,5,4,7.4508,,908.6179,,72.3003,,58.4286,,17417.9329,,916.0686999999999
350,1000,15,500,0.1,10,0,79.1763,,449.5844,,236.4094,,80.7245,,13007.9625,,528.7607
351,1000,15,500,0.1,10,1,11568.1816,,381.2645,,318.9943,,161.2363,,5525.5675,,11949.4461
352,1000,15,500,0.1,10,2,25678.7526,,121.6863,,266.09,,82.8263,,7875.7433,,25800.4389
353,1000,15,500,0.1,10,3,146.3423,,169.5491,,191.7971,,679.9518,,6760.8979,,315.8914
354,1000,15,500,0.1,10,4,52.4975,,968.4666,,95.9362,,19.1914,,8523.0793,,1020.9640999999999
355,1000,15,500,0.1,15,0,86.2246,,455.2417,,305.8219,,97.2901,,12822.7341,,541.4662999999999
356,1000,15,500,0.1,15,1,38.599,,548.5503,,130.9478,,86.7918,,5756.6931,,587.1493
357,1000,15,500,0.1,15,2,16.1845,,134.5528,,594.5109,,647.9822,,12354.2349,,150.7373
358,1000,15,500,0.1,15,3,131.7227,,922.1293,,85.797,,110.2135,,5727.3911,,1053.8519999999999
359,1000,15,500,0.1,15,4,123.2152,,906.8914,,133.7407,,24.3984,,16661.4705,,1030.1066
360,1000,15,1000,0.02,5,0,83.3432,,2336.4428,,102.0811,,35.4497,,23751.4246,,2419.7859999999996
361,1000,15,1000,0.02,5,1,34.1842,,2268.9113,,65.3287,,33.7251,,15129.8593,,2303.0955000000004
362,1000,15,1000,0.02,5,2,14.7726,,307.1118,,85.9706,,44.592,,10803.8852,,321.8844
363,1000,15,1000,0.02,5,3,102.7498,,2254.2149,,63.8933,,82.2494,,7341.0133,,2356.9647
364,1000,15,1000,0.02,5,4,63.4304,,3295.3519,,56.2112,,68.4711,,18618.4963,,3358.7823000000003
365,1000,15,1000,0.02,10,0,81.4456,,2586.6464,,78.9097,,647.2075,,7633.9338,,2668.092
366,1000,15,1000,0.02,10,1,51.7249,,2006.3592,,82.373,,90.1257,,16749.6075,,2058.0841
367,1000,15,1000,0.02,10,2,71.651,,3250.2803,,79.5634,,455.9846,,10624.9458,,3321.9312999999997
368,1000,15,1000,0.02,10,3,97.5768,,2487.6065,,59.0158,,26.2926,,7826.7652,,2585.1832999999997
369,1000,15,1000,0.02,10,4,81.4431,,3664.1357,,73.6435,,11.555,,7234.9502,,3745.5788
370,1000,15,1000,0.02,15,0,90.2424,,3020.3226,,51.8653,,58.7645,,9501.6997,,3110.565
371,1000,15,1000,0.02,15,1,128.4347,,2344.7767,,91.344,,36.8462,,9502.5425,,2473.2113999999997
372,1000,15,1000,0.02,15,2,88.2457,,3337.4899,,140.17,,43.5974,,14658.4218,,3425.7356
373,1000,15,1000,0.02,15,3,158.8953,,2564.3077,,74.951,,66.9786,,19529.8701,,2723.203
374,1000,15,1000,0.02,15,4,130.0215,,3599.5904,,67.0896,,15.3262,,10155.6241,,3729.6119
375,1000,15,1000,0.05,5,0,11.9933,,2347.8332,,259.5087,,84.5141,,19256.623,,2359.8265
376,1000,15,1000,0.05,5,1,121.3614,,2095.3709,,178.6863,,456.7951,,26122.1118,,2216.7322999999997
377,1000,15,1000,0.05,5,2,617.5696,,309.2282,,211.5998,,91.6119,,13741.7969,,926.7978
378,1000,15,1000,0.05,5,3,575.8915,,2088.4846,,185.6788,,179.186,,8448.9778,,2664.3760999999995
379,1000,15,1000,0.05,5,4,26.6592,,3344.852,,142.7673,,58.6189,,20575.7948,,3371.5112
380,1000,15,1000,0.05,10,0,20056.421,,2930.1582,,224.2105,,126.785,,21540.8749,,22986.5792
381,1000,15,1000,0.05,10,1,420.0816,,2294.3747,,232.92,,227.0597,,20060.3492,,2714.4563
382,1000,15,1000,0.05,10,2,66.2629,,3193.0594,,393.656,,94.9772,,11836.6633,,3259.3223000000003
383,1000,15,1000,0.05,10,3,135.7009,,2447.6658,,185.0552,,132.8607,,20154.296,,2583.3667
384,1000,15,1000,0.05,10,4,107.2397,,3485.1723,,204.1654,,23.0384,,8241.9925,,3592.4120000000003
385,1000,15,1000,0.05,15,0,120.1103,,2813.2584,,205.2668,,153.5368,,23664.6442,,2933.3687
386,1000,15,1000,0.05,15,1,63.5136,,2118.288,,176.5637,,59.1015,,10077.9475,,2181.8016
387,1000,15,1000,0.05,15,2,104.2144,,3226.7061,,519.2466,,90.2774,,13576.2928,,3330.9204999999997
388,1000,15,1000,0.05,15,3,445.7375,,2761.4596,,155.5523,,240.3412,,21009.8938,,3207.1971000000003
389,1000,15,1000,0.05,15,4,50.2935,,3567.3731,,153.7196,,29.2145,,16576.7824,,3617.6666
390,1000,15,1000,0.1,5,0,31393.3958,,2392.9701,,13233.6834,,138.3057,,23821.7823,,33786.3659
391,1000,15,1000,0.1,5,1,4837.2747,,1996.5753,,141.5627,,89.1819,,22187.2885,,6833.85
392,1000,15,1000,0.1,5,2,18529.7469,,281.5697,,7232.1846,,198.3422,,14015.2577,,18811.3166
393,1000,15,1000,0.1,5,3,26.7076,,2246.9122,,607.5959,,371.2342,,10282.6083,,2273.6198000000004
394,1000,15,1000,0.1,5,4,31.8748,,3467.3081,,686.2266,,206.6606,,25334.9089,,3499.1829000000002
395,1000,15,1000,0.1,10,0,213.7749,,2793.5641,,8883.1987,,480.8759,,23401.7301,,3007.339
396,1000,15,1000,0.1,10,1,819.7883,,2114.0577,,468.6073,,251.1823,,26834.4942,,2933.846
397,1000,15,1000,0.1,10,2,22319.4065,,3199.4668,,8037.1178,,173.0526,,16553.4794,,25518.8733
398,1000,15,1000,0.1,10,3,133.6238,,2521.2686,,519.7866,,242.8947,,21321.4176,,2654.8923999999997
399,1000,15,1000,0.1,10,4,19.9894,,3560.1681,,786.8069,,45.3915,,9398.6008,,3580.1575
400,1000,15,1000,0.1,15,0,124.2285,,2808.3548,,160.5329,,137.7117,,25543.7772,,2932.5833000000002
401,1000,15,1000,0.1,15,1,33.605,,2020.4313,,691.5791,,108.7867,,16730.0273,,2054.0362999999998
402,1000,15,1000,0.1,15,2,70.4328,,3028.8358,,5432.6406,,116.4619,,16327.9189,,3099.2686
403,1000,15,1000,0.1,15,3,40.1368,,2546.6641,,433.7485,,87.5619,,21164.3917,,2586.8009
404,1000,15,1000,0.1,15,4,76.2826,,3434.8298,,169.6315,,184.4302,,18055.1408,,3511.1124
405,5000,5,100,0.02,5,0,127.5852,,59.2468,,267.9057,,15.2527,,3223.3496,,186.832
406,5000,5,100,0.02,5,1,129.1894,,27.6541,,202.5265,,12.7981,,2239.1654,,156.8435
407,5000,5,100,0.02,5,2,462.6122,,94.9232,,333.6706,,22.4926,,1957.0933,,557.5354
408,5000,5,100,0.02,5,3,101.2046,,53.1849,,193.7526,,5.1243,,2692.5566,,154.3895
409,5000,5,100,0.02,5,4,546.2423,,88.8181,,394.4288,,29.4392,,3223.1625,,635.0604
410,5000,5,100,0.02,10,0,3487.1389,,98.7244,,128.7599,,15.4208,,1664.3579,,3585.8633
411,5000,5,100,0.02,10,1,93.9628,,39.9819,,269.9049,,13.6919,,1928.4838,,133.9447
412,5000,5,100,0.02,10,2,547.0616,,103.9438,,221.1792,,17.7729,,833.1265,,651.0054
413,5000,5,100,0.02,10,3,3157.8211,,66.5391,,212.2963,,27.4713,,2791.8276,,3224.3602
414,5000,5,100,0.02,10,4,804.715,,111.5908,,365.3972,,8.0043,,3488.1919,,916.3058000000001
415,5000,5,100,0.02,15,0,2132.7388,,114.3839,,242.5815,,13.2706,,1551.7779,,2247.1227
416,5000,5,100,0.02,15,1,358.7543,,63.134,,305.5301,,17.9324,,3201.0342,,421.8883
417,5000,5,100,0.02,15,2,4086.228,,134.5599,,154.7635,,612.0443,,678.8632,,4220.7879
418,5000,5,100,0.02,15,3,335.3289,,91.0353,,303.1046,,611.1794,,1888.4067,,426.3642
419,5000,5,100,0.02,15,4,194.6875,,115.2023,,188.9335,,19.2064,,2787.8042,,309.8898
420,5000,5,100,0.05,5,0,115.6488,,62.5038,,530.8625,,31.8948,,2125.1096,,178.1526
421,5000,5,100,0.05,5,1,234.5012,,43.3915,,484.1918,,14.2022,,2348.3086,,277.8927
422,5000,5,100,0.05,5,2,68.6665,,92.2314,,337.1163,,22.0546,,2015.4563,,160.8979
423,5000,5,100,0.05,5,3,104.0017,,87.4654,,393.7652,,8.3823,,2931.5351,,191.46710000000002
424,5000,5,100,0.05,5,4,137.3352,,72.5278,,644.8725,,36.2336,,1791.97,,209.863
425,5000,5,100,0.05,10,0,109.03,,79.1271,,415.5416,,28.2325,,1756.2824,,188.1571
426,5000,5,100,0.05,10,1,61.4307,,59.7046,,302.2565,,21.7591,,2107.2047,,121.1353
427,5000,5,100,0.05,10,2,60.5345,,89.6454,,414.9008,,21.8413,,1388.6737,,150.1799
428,5000,5,100,0.05,10,3,38.8702,,109.2375,,509.061,,32.76,,3201.0873,,148.1077
429,5000,5,100,0.05,10,4,131.218,,86.4304,,433.2674,,16.9356,,3558.1859,,217.64839999999998
430,5000,5,100,0.05,15,0,103.0632,,101.4785,,337.3643,,17.0829,,1685.547,,204.5417
431,5000,5,100,0.05,15,1,54.7448,,79.0155,,729.1408,,14.1598,,2512.4737,,133.7603
432,5000,5,100,0.05,15,2,92.4675,,124.6726,,278.7042,,648.0682,,653.2896,,217.14010000000002
433,5000,5,100,0.05,15,3,37.6916,,151.9373,,522.1277,,19.5527,,1950.9696,,189.6289
434,5000,5,100,0.05,15,4,26.3058,,149.7944,,480.4868,,27.5107,,3212.6561,,176.1002
435,5000,5,100,0.1,5,0,98.687,,77.2761,,842.7678,,36.9672,,1745.377,,175.9631
436,5000,5,100,0.1,5,1,87.9091,,40.9914,,645.446,,28.9426,,2247.1346,,128.9005
437,5000,5,100,0.1,5,2,68.0344,,69.6147,,417.8215,,34.7497,,1310.1862,,137.6491
438,5000,5,100,0.1,5,3,313.9808,,76.6453,,498.0833,,12.2029,,2980.8761,,390.6261
439,5000,5,100,0.1,5,4,46.7897,,102.2739,,584.0924,,48.204,,1296.6476,,149.0636
440,5000,5,100,0.1,10,0,104.2,,90.4348,,342.0832,,39.5883,,1508.7455,,194.63479999999998
441,5000,5,100,0.1,10,1,160.5565,,46.6747,,622.6463,,38.3209,,1933.924,,207.2312
442,5000,5,100,0.1,10,2,70.8829,,113.379,,582.9546,,636.1631,,1329.7172,,184.26190000000003
443,5000,5,100,0.1,10,3,55.0778,,115.2644,,759.3151,,45.3429,,2727.6139,,170.3422
444,5000,5,100,0.1,10,4,136.8295,,124.4752,,646.6689,,52.404,,3758.2303,,261.3047
445,5000,5,100,0.1,15,0,109.3337,,142.6848,,340.2897,,34.8371,,1607.7867,,252.0185
446,5000,5,100,0.1,15,1,61.0038,,100.2214,,683.049,,23.5644,,2861.0236,,161.2252
447,5000,5,100,0.1,15,2,81.726,,141.5716,,400.5726,,60.3334,,593.4512,,223.2976
448,5000,5,100,0.1,15,3,25.4443,,82.2452,,299.8463,,68.3208,,1825.4506,,107.6895
449,5000,5,100,0.1,15,4,33.1701,,136.5918,,710.4733,,44.9165,,2874.8049,,169.7619
450,5000,5,500,0.02,5,0,119.1338,,156.7419,,592.1163,,74.4667,,10850.941,,275.8757
451,5000,5,500,0.02,5,1,1126.6106,,97.9376,,571.1119,,23.2382,,8941.4252,,1224.5482
452,5000,5,500,0.02,5,2,567.4407,,224.5187,,1100.9348,,628.8422,,7966.8226,,791.9594
453,5000,5,500,0.02,5,3,10923.678,,205.5728,,711.1006,,18.1658,,13417.0532,,11129.2508
454,5000,5,500,0.02,5,4,44.4848,,232.8139,,530.1713,,68.8838,,4111.1796,,277.2987
455,5000,5,500,0.02,10,0,1980.6649,,160.2156,,657.1279,,28.6478,,11755.6879,,2140.8805
456,5000,5,500,0.02,10,1,943.9801,,119.2489,,1053.4137,,44.1423,,12144.869,,1063.229
457,5000,5,500,0.02,10,2,7630.5032,,218.4656,,966.0546,,658.543,,2945.0947,,7848.968800000001
458,5000,5,500,0.02,10,3,10265.0213,,200.7429,,934.5116,,72.0897,,9349.7531,,10465.7642
459,5000,5,500,0.02,10,4,28.7763,,228.2831,,562.7599,,93.2286,,4486.922,,257.0594
460,5000,5,500,0.02,15,0,116.0347,,147.3564,,616.0374,,76.4221,,9460.5446,,263.3911
461,5000,5,500,0.02,15,1,9339.546,,139.372,,1159.0306,,109.4633,,7544.1093,,9478.918
462,5000,5,500,0.02,15,2,447.7102,,210.8156,,1149.1354,,68.1378,,6632.9738,,658.5258
463,5000,5,500,0.02,15,3,4768.5354,,213.6145,,483.9976,,86.5923,,5680.3168,,4982.149899999999
464,5000,5,500,0.02,15,4,8705.3549,,274.0864,,1022.8474,,114.7838,,9322.5915,,8979.4413
465,5000,5,500,0.05,5,0,115.0198,,176.0228,,399.9996,,96.5155,,14931.0708,,291.0426
466,5000,5,500,0.05,5,1,102.688,,99.3335,,571.7398,,641.801,,9813.4676,,202.0215
467,5000,5,500,0.05,5,2,83.8351,,195.4096,,1303.534,,652.3935,,7185.3194,,279.2447
468,5000,5,500,0.05,5,3,28.7691,,153.6104,,1169.0991,,34.4486,,12304.6893,,182.3795
469,5000,5,500,0.05,5,4,18.3042,,235.6426,,691.4581,,148.6371,,3997.0746,,253.9468
470,5000,5,500,0.05,10,0,117.7784,,188.8491,,558.0998,,652.7047,,10455.3232,,306.6275
471,5000,5,500,0.05,10,1,94.0839,,165.6682,,1330.4026,,188.1144,,7355.1918,,259.75210000000004
472,5000,5,500,0.05,10,2,81.2806,,203.0475,,1502.371,,157.7786,,3224.3438,,284.3281
473,5000,5,500,0.05,10,3,90.6669,,240.23,,675.0323,,107.9532,,8749.1521,,330.89689999999996
474,5000,5,500,0.05,10,4,20.0839,,254.8683,,249.3147,,131.1074,,4580.7224,,274.9522
475,5000,5,500,0.05,15,0,141.4752,,255.1898,,1040.9437,,819.2629,,14944.4691,,396.66499999999996
476,5000,5,500,0.05,15,1,60.3022,,178.9983,,1247.0478,,180.6585,,4175.8741,,239.3005
477,5000,5,500,0.05,15,2,513.4613,,237.6106,,1848.3622,,78.3236,,6450.5052,,751.0719
478,5000,5,500,0.05,15,3,82.3091,,181.6324,,591.6767,,152.6047,,5727.8303,,263.9415
479,5000,5,500,0.05,15,4,67.9568,,251.9024,,779.6217,,220.1093,,9168.6961,,319.8592
480,5000,5,500,0.1,5,0,118.4353,,158.3118,,486.3565,,1311.0681,,5609.9332,,276.7471
481,5000,5,500,0.1,5,1,533.5795,,125.8565,,907.6705,,691.4022,,8349.2576,,659.436
482,5000,5,500,0.1,5,2,84.9271,,202.2759,,1408.6992,,676.8616,,8501.5889,,287.203
483,5000,5,500,0.1,5,3,44.2577,,194.2435,,980.9498,,189.535,,9473.1126,,238.5012
484,5000,5,500,0.1,5,4,18.8439,,282.782,,436.4477,,264.2078,,4127.9863,,301.6259
485,5000,5,500,0.1,10,0,109.4061,,173.6154,,594.2938,,1286.83,,16272.6602,,283.0215
486,5000,5,500,0.1,10,1,162.6559,,158.5699,,793.7936,,319.1834,,7736.4209,,321.2258
487,5000,5,500,0.1,10,2,76.1839,,228.0993,,1782.2962,,221.0842,,2676.7361,,304.28319999999997
488,5000,5,500,0.1,10,3,83.5257,,243.5825,,822.622,,192.5657,,8542.0885,,327.1082
489,5000,5,500,0.1,10,4,21.2439,,173.6164,,281.5614,,212.782,,4249.8768,,194.8603
490,5000,5,500,0.1,15,0,140.067,,267.821,,654.8233,,206.0471,,9919.5385,,407.88800000000003
491,5000,5,500,0.1,15,1,42.6526,,182.3296,,670.0466,,346.4723,,8932.747,,224.9822
492,5000,5,500,0.1,15,2,90.3755,,254.2794,,1056.8283,,176.4802,,7135.636,,344.6549
493,5000,5,500,0.1,15,3,74.0272,,234.8366,,621.537,,216.9563,,6594.638,,308.86379999999997
494,5000,5,500,0.1,15,4,35.4893,,261.522,,545.4359,,308.7704,,8645.7604,,297.0113
495,5000,5,1000,0.02,5,0,339.4634,,369.3875,,815.081,,103.4406,,13299.9968,,708.8508999999999
496,5000,5,1000,0.02,5,1,769.6003,,348.6882,,1175.5977,,109.1399,,27544.7475,,1118.2884999999999
497,5000,5,1000,0.02,5,2,4222.389,,477.4736,,2079.1867,,121.9946,,5479.5659,,4699.8626
498,5000,5,1000,0.02,5,3,145.1846,,424.747,,735.9445,,62.101,,15088.5814,,569.9316
499,5000,5,1000,0.02,5,4,128.7502,,503.2073,,1169.5077,,163.8167,,27893.4038,,631.9575
500,5000,5,1000,0.02,10,0,10877.4816,,368.936,,707.607,,134.3253,,25413.2658,,11246.417599999999
501,5000,5,1000,0.02,10,1,201.4372,,387.4404,,1556.7784,,250.5901,,24500.8647,,588.8776
502,5000,5,1000,0.02,10,2,3735.6176,,500.7596,,2206.538,,99.9768,,8704.4814,,4236.3772
503,5000,5,1000,0.02,10,3,1311.833,,506.4761,,2674.2728,,137.7597,,20142.0164,,1818.3091
504,5000,5,1000,0.02,10,4,2207.9996,,510.3082,,1277.9464,,428.8549,,23236.5445,,2718.3078
505,5000,5,1000,0.02,15,0,4772.3745,,412.1699,,990.2729,,633.9151,,4269.1908,,5184.5444
506,5000,5,1000,0.02,15,1,269.7988,,432.3917,,1417.7576,,111.2316,,14373.4856,,702.1905
507,5000,5,1000,0.02,15,2,7249.521,,598.3582,,1006.8763,,167.3474,,14926.8087,,7847.879199999999
508,5000,5,1000,0.02,15,3,15710.7915,,528.0088,,971.203,,171.3458,,23468.2619,,16238.800299999999
509,5000,5,1000,0.02,15,4,12322.576,,639.453,,1243.4881,,175.6642,,20479.0971,,12962.028999999999
